length,entropy,special_char_ratio,b64_keyword,eval_cnt,exec_cnt,system_cnt,shell_exec_cnt,passthru_cnt,assert_cnt,user_input,hex_enc,chr_ord,long_b64,is_b64_logic,socket_cnt,fsockopen_cnt,curl_cnt,fopen_cnt,file_get_contents_cnt,brackets,pipe,semicolon,upper_ratio,avg_line_len,max_word_len,has_multi,has_filen,has_conte,label
10988,6.027473143162618,0.034128139788860576,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,5,0.3914270112850382,3662.6666666666665,216,0,0,0,1
358,5.329447400384798,0.4888268156424581,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,7,0.055865921787709494,23.866666666666667,12,0,0,0,1
108,5.4334130870223465,0.32407407407407407,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0.07407407407407407,18.0,14,0,1,0,1
144,5.096712546710884,0.4791666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,3,0.0763888888888889,20.571428571428573,14,0,0,0,1
805,5.48671745651359,0.3577639751552795,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,20,0,11,0.09813664596273292,32.2,20,0,0,0,1
145,5.305767534223449,0.3793103448275862,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,5,0,3,0.04827586206896552,18.125,36,0,0,0,1
392,5.281997407050125,0.3112244897959184,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,14,0,8,0.02806122448979592,35.63636363636363,36,0,0,0,1
358,5.017754318290429,0.46089385474860334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,7,0.036312849162011177,16.272727272727273,17,0,0,0,1
66803,5.553228492082208,0.4377498016556143,5,5,12,3,2,2,0,246,1,5,1,0,0,0,6,7,6,2148,16,962,0.06535634627187402,43.57664709719504,635,1,1,1,1
25172,6.010841097439624,0.03611155251867154,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0.3920626092483712,12586.0,223,0,0,0,1
1459,5.178492182177759,0.41809458533241944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,58,0.14667580534612748,81.05555555555556,26,0,0,0,1
1489,4.491490403634355,0.6843519140362659,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,43,0.028206850235057087,28.09433962264151,20,0,0,0,1
344130,6.139843064106625,0.1975503443466132,40,6,35,12,6,2,0,305,0,0,1,0,11,6,274,31,16,3294,91,2356,0.2649754453258943,73.07921002335952,9579,1,1,1,1
63901,6.019842170361506,0.033191968826778925,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,12,0.42058809721287616,4260.066666666667,365,0,0,0,1
422813,7.181752098786146,0.4259873750334072,11,1,17,2,0,1,0,562,18,13,1,0,1,0,0,4,5,14652,1189,4768,0.15377483662990496,234.24542936288088,26,1,1,1,1
251850,5.999483567766414,0.03720071471113758,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,5,0.3895135993647012,17989.285714285714,307,0,0,0,1
4469,5.314868319056151,0.43365406131125533,1,1,1,0,0,0,0,5,0,0,1,0,0,0,20,1,0,89,15,57,0.07093309465204743,37.554621848739494,22,0,0,0,1
18692,5.035534694719155,0.4769420072758399,1,2,2,0,0,0,0,17,0,0,1,0,0,0,67,0,0,449,26,247,0.060453670019259574,39.18658280922432,134,0,0,0,1
5436,5.298191514611761,0.3804267844002943,1,1,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,63,3,111,0.04157468727005151,26.517073170731706,43,0,0,0,1
103749,5.137721304673491,0.4459994795130556,20,3,2,6,0,0,0,4,0,6,1,0,10,1,0,4,0,1753,17,1083,0.05843911748546974,30.42492668621701,787,1,1,1,1
227684,5.541339576579348,0.373324432107658,18,4,31,17,7,6,0,182,0,1,1,0,0,0,300,30,21,3418,129,2528,0.05755345127457353,53.49718045112782,315,1,1,1,1
226465,5.536624590240868,0.40095378976883844,22,8,151,16,13,10,0,460,0,3,1,0,9,4,222,54,5,4631,281,2978,0.05316053253262094,36.2866527800032,184,1,1,1,1
618475,5.770041763316851,0.0038643437487368123,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0.45283479526254095,309237.5,17915,0,0,0,1
25059,5.676139257658069,0.45672213575960735,0,5,5,0,0,0,0,118,0,0,1,0,0,0,0,0,0,932,25,327,0.08388203838940102,20.658697444352843,45,0,0,0,1
580,5.732985396475887,0.31551724137931036,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,23,0,9,0.12931034482758622,44.61538461538461,94,0,0,0,1
63931,6.003837726111373,0.037931519919913656,0,0,0,0,0,0,0,0,33,0,1,0,0,0,0,0,0,1,0,3,0.38175532996511863,7991.375,262,0,0,0,1
567,4.495441372894838,0.6331569664902998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,37,0,12,0.20634920634920634,40.5,32,0,0,0,1
370,4.144491697010328,0.5459459459459459,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,36,0,5,0.0972972972972973,52.857142857142854,3,0,0,0,1
85773,5.8175774192020535,0.08829118720343232,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,5,0.4018397397782519,72.56598984771574,67,0,0,0,1
66028,6.0063664118971545,0.031850124189737684,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,5,0.39798267401708365,33014.0,348,0,0,0,1
11059,5.457719148119265,0.34189348042318474,0,1,51,9,7,8,0,19,0,0,0,0,0,0,0,0,0,171,3,140,0.04548331675558369,43.19921875,22,0,1,1,1
306,4.613615985152316,0.26143790849673204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.042483660130718956,38.25,8,0,0,0,1
187,5.394280542255355,0.34759358288770054,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,8,0,3,0.0481283422459893,23.375,32,0,0,0,1
85733,5.605471315919848,0.4356198896574248,7,6,12,3,2,2,0,252,11,3,1,0,15,2,21,8,10,2608,47,1132,0.050715593762028624,51.27571770334928,635,1,1,1,1
6560,4.944276729863771,0.49634146341463414,0,0,0,6,0,0,0,0,2,3,0,0,0,0,0,3,0,152,1,115,0.04878048780487805,32.15686274509804,28,0,0,0,1
69346,5.657592013057421,0.4122083465520722,7,4,13,3,2,2,0,244,1,5,1,0,0,1,6,6,7,2086,17,948,0.06892971476364895,44.19757807520714,1032,1,1,1,1
84128,5.755953873071038,0.005658044883986307,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,2,0.4683458539368581,14021.333333333334,4811,0,0,0,1
77394,5.616882527821653,0.4295423417836008,14,5,13,4,2,2,0,294,1,8,1,0,0,0,6,7,7,2489,25,1115,0.07103909863813733,47.53931203931204,1032,1,1,1,1
88431,5.104363844751325,0.49892006196921895,14,5,13,4,2,2,0,293,1,8,1,0,0,0,6,7,7,2504,25,1114,0.06229715823636508,54.41907692307692,1032,1,1,1,1
77355,5.6182408984977705,0.42849201732273284,14,5,13,4,2,2,0,285,1,8,1,0,0,0,6,7,7,2489,25,1112,0.07079051127916748,47.72054287476866,1032,1,1,1,1
77344,5.618313128025123,0.42848831195697146,14,5,13,4,2,2,0,285,1,8,1,0,0,0,6,7,7,2489,25,1112,0.07080057923045097,47.74320987654321,1032,1,1,1,1
77915,5.618994122145059,0.4271064621703138,14,5,13,4,2,2,0,285,1,8,1,0,0,0,6,7,7,2497,25,1136,0.07029455175511776,47.97721674876847,1032,1,1,1,1
78059,5.620645361231923,0.4274074738338949,14,5,13,4,2,2,0,287,1,8,1,0,0,0,6,7,7,2503,25,1139,0.0706901190125418,47.918354818907304,1032,1,1,1,1
79573,5.624535004053261,0.42469179244216004,14,5,13,4,2,2,0,287,1,8,1,0,0,0,6,7,7,2537,25,1149,0.06963417239515916,48.66850152905199,1032,1,1,1,1
63055,5.6603914293761965,0.40282293236063754,7,4,12,3,2,2,0,217,1,5,1,0,0,0,6,6,6,1952,12,899,0.07071604155102688,42.894557823129254,1032,1,1,1,1
66108,5.507198351540977,0.44940098021419495,5,5,11,4,2,2,0,252,0,5,1,0,0,0,3,7,5,2149,16,935,0.059191020753917835,43.406434668417596,635,1,1,1,1
24753,6.024587455857004,0.03623803175372682,0,0,0,0,0,0,0,0,33,0,1,0,0,0,0,0,0,1,0,6,0.3910233103058215,3094.125,288,0,0,0,1
107566,4.923154917033158,0.5554171392447428,6,6,17,4,2,2,0,269,1,5,1,0,0,2,20,7,6,2394,14,1092,0.04186267036052284,53.32969757064948,635,1,1,1,1
66125,5.5169821627181586,0.4503742911153119,5,5,11,4,2,2,0,252,16,5,1,0,0,0,3,7,5,2158,16,940,0.05944801512287334,43.41759684832567,635,1,1,1,1
75329,4.98121339133629,0.5183395505051176,5,5,11,3,2,2,0,251,22,5,1,0,0,0,3,7,5,2143,15,933,0.05125516069508423,49.75495376486129,635,1,1,1,1
1312994,5.347878014412362,0.0006321430257868657,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0.5137418754388824,656497.0,59143,0,0,0,1
986638,5.436443459664139,0.00022500653735209875,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0.5310873897011873,493319.0,325883,0,0,0,1
38216,6.016833817666538,0.033729328030144445,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,3,0.40087921289512246,7643.2,290,0,0,0,1
246,3.4344638963370357,0.9105691056910569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0.024390243902439025,41.0,6,0,0,0,1
539,5.355259379874713,0.32838589981447125,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,10,0,9,0.07421150278293136,33.6875,20,0,0,0,1
25974,5.741886636696279,0.41541541541541543,0,0,11,6,5,5,0,9,0,0,0,0,1,1,0,6,0,744,19,327,0.02541002541002541,38.48,26,1,1,1,1
125501,6.4288796927257,0.2910813459653708,6,7,47,14,9,9,0,180,88,6,1,0,1,6,0,19,4,2453,140,1209,0.18940088126787835,60.19232613908873,290,1,1,1,1
243,4.822585352345282,0.4732510288065844,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,4,0.11522633744855967,60.75,12,0,0,0,1
291,4.7027402862959855,0.5601374570446735,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,4,0.09621993127147767,32.333333333333336,12,0,0,0,1
81,4.930726972175766,0.5061728395061729,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,2,0.04938271604938271,11.571428571428571,13,0,0,0,1
670,5.275800954214681,0.42388059701492536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,28,0.12686567164179105,60.90909090909091,21,0,0,0,1
83922,5.638926139134798,0.41392006863516123,14,5,13,4,2,2,0,285,1,8,1,0,0,0,6,7,7,2628,25,1267,0.06595410023593337,51.32844036697248,1032,1,1,1,1
12974,5.581933080243014,0.4223061507630646,0,1,0,0,0,0,0,34,5,2,1,0,0,0,2,0,0,456,45,123,0.028749807306921536,75.43023255813954,34,1,1,1,1
8454,5.474983233428779,0.4528034066713982,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,76,0,13,0.20641116631180506,45.45161290322581,154,0,0,0,1
111000,5.8897661824367935,0.33525225225225225,12,3,11,7,6,2,0,191,0,0,1,0,11,3,8,20,5,1911,53,1465,0.10002702702702702,52.088221492257155,2739,1,1,1,1
149,4.309712188240474,0.6040268456375839,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,1,0.04697986577181208,13.545454545454545,9,0,0,0,1
54,5.1343361131944505,0.4444444444444444,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0.18518518518518517,27.0,13,0,0,0,1
68,4.761889819376551,0.35294117647058826,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,2,0.058823529411764705,34.0,15,0,0,0,1
189,5.661622967634997,0.06349206349206349,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0.43915343915343913,94.5,158,0,0,0,1
79,5.483603690968606,0.35443037974683544,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0.0759493670886076,7.9,17,0,0,0,1
494,5.379727769691002,0.4473684210526316,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,0,2,0.10323886639676114,61.75,14,1,0,0,1
228,5.795965382190339,0.38596491228070173,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,2,0.05263157894736842,19.0,12,0,0,0,1
94,5.309284064167407,0.3723404255319149,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,5,0,2,0.10638297872340426,47.0,32,0,0,0,1
447,4.58287031967543,0.5727069351230425,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,36,0,5,0.08501118568232663,63.857142857142854,8,0,0,0,1
323,6.060226747922158,0.33436532507739936,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,12,0,4,0.05572755417956656,17.944444444444443,32,0,0,0,1
1106,2.8687856104011455,0.9737793851717902,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,0,151,0.0189873417721519,30.72222222222222,6,0,0,0,1
352,5.916240503160365,0.38636363636363635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.03977272727272727,17.6,21,0,0,0,1
1767,5.016532996664603,0.3735144312393888,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,7,0.023769100169779286,28.9672131147541,32,0,0,0,1
3283,4.379613995998724,0.5912275357904356,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,68,1,1,0.03990252817544929,24.139705882352942,11,0,0,0,1
1116,4.933773740936176,0.3611111111111111,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,22,0,0,0.02867383512544803,28.615384615384617,17,0,0,0,1
910,5.017061277017011,0.34065934065934067,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,27,1,0,0.04725274725274725,24.594594594594593,17,0,0,0,1
27637,4.635521209097629,0.5588884466476101,37,0,1,0,0,0,0,55,0,0,0,0,0,0,0,3,0,638,13,307,0.01639106994246843,37.04691689008043,18,1,0,0,1
5777,6.04013875005314,0.03669724770642202,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,4,0.3981305175696728,1444.25,406,0,0,0,1
56301,5.378443387074646,0.34617502353421786,0,0,4,31,0,0,0,0,0,7,0,0,0,0,0,0,0,706,42,128,0.10465178238397187,51.08983666061706,24,1,1,1,1
34427,5.49989471494279,0.3089726087082813,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,334,0,79,0.11708833183257326,41.578502415458935,22,1,1,1,1
151575,5.4809169389739445,0.33938974105228437,0,0,8,12,0,0,0,0,0,3,1,0,0,0,0,0,0,1507,15,375,0.07901039089559624,51.06974393530997,63,1,1,1,1
27380,5.327445615793521,0.40025566106647187,0,0,4,4,0,0,0,0,5,0,1,0,0,0,0,0,0,523,14,371,0.08206720233747261,35.790849673202615,62,1,1,1,1
70558,5.637666347280225,0.2945519997732362,2,0,27,34,0,0,0,0,0,3,1,0,16,0,0,0,0,1933,69,1367,0.1173786105048329,27.242471042471042,34,0,1,1,1
5110,5.437667082201421,0.38003913894324853,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,71,0.075146771037182,31.54320987654321,22,0,0,0,1
34837,5.52163337634681,0.30728822803341277,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,335,0,79,0.11596865401728047,42.02291917973462,22,1,1,1,1
46003,5.5540836008209835,0.3238484446666522,0,0,1,24,0,0,0,0,0,8,1,0,0,0,0,0,0,574,33,89,0.12238332282677217,58.01134930643127,2964,1,1,1,1
45127,5.391991132237303,0.33520951979967645,0,0,4,3,0,0,0,0,0,1,1,0,0,0,0,0,0,409,5,88,0.07642874554036386,37.763179916317995,22,1,1,1,1
65652,6.002423789823809,0.031362334734661546,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0.4038262353012856,21884.0,289,0,0,0,1
131446,5.402394855482631,0.4297886584605085,40,18,65,7,2,6,0,61,0,3,0,0,0,0,3,12,17,4095,11,1969,0.039947963422241835,45.23262216104611,24,1,1,1,1
63228,6.101748512103043,0.20241032453976088,5,0,20,4,8,4,0,44,0,2,1,0,0,1,11,14,4,597,0,367,0.2973524387929398,44.810772501771794,64,1,0,0,1
72804,5.024976512640759,0.5021839459370364,7,4,12,3,2,2,0,216,1,5,1,0,0,0,6,5,6,1867,11,861,0.05966705126091973,48.92741935483871,1032,1,1,1,1
72979,5.027897370965218,0.5019252113621727,7,4,12,3,2,2,0,216,1,5,1,0,0,0,6,5,6,1867,11,861,0.059496567505720827,51.50247000705716,1032,1,1,1,1
87075,5.38875347243603,0.4211656617858168,4,8,35,2,2,2,0,155,0,0,1,0,33,3,2,11,5,1121,31,579,0.15007751937984495,35.06846556584777,2735,1,1,1,1
190502,5.744964690377771,0.35567080660570494,42,18,33,9,2,5,0,40,0,4,1,0,0,0,7,13,11,4296,15,2001,0.18396132324070089,59.81224489795918,15435,1,1,1,1
103564,5.81131661075091,0.4063574214978178,6,15,21,3,2,2,0,377,32,3,1,0,0,0,13,8,0,2744,32,1197,0.10139623807500676,46.50381679389313,448,1,1,1,1
40682,5.543648615007208,0.3805860085541517,0,3,32,4,2,3,0,45,1,2,0,0,3,0,12,5,0,529,5,485,0.054471264932894156,43.791173304628636,24,1,0,0,1
34705,5.955219393959521,0.34891226048119867,3,1,17,2,0,0,0,40,0,0,1,0,3,0,0,7,0,718,10,495,0.10427892234548336,33.56382978723404,239,1,1,1,1
111446,5.901623778809051,0.39122983328248656,7,17,24,6,6,0,0,490,0,6,1,0,2,4,4,4,4,3144,15,1465,0.13386752328481955,52.76799242424242,316,1,1,1,1
160886,5.527956016794777,0.4154183707718509,44,20,65,14,4,4,0,10,8,5,1,0,3,0,3,11,12,4151,11,1951,0.09291672364282784,51.781783070486,592,1,1,1,1
158613,5.307441590633166,0.47815752807146955,46,22,67,16,4,4,0,11,6,5,1,0,3,0,3,11,11,4163,12,1800,0.06457226078568591,22.639594633171566,379,1,1,1,1
85665,5.6879607599749695,0.38983248701336604,25,2,21,4,3,3,0,233,0,3,1,0,0,2,75,22,10,2662,113,1795,0.07304033152395961,55.054627249357324,475,1,1,1,1
584174,5.793046730480165,0.13807701130142733,44,19,85,20,4,10,0,122,9,4,1,0,0,2,7,19,17,4724,71,2287,0.44912132344130345,84.1143268538517,4795,1,1,1,1
38230,5.277847700109909,0.47284854826052836,0,0,15,2,0,1,0,4,0,0,0,0,0,0,0,3,0,620,22,539,0.0417996337954486,18.860384805130735,17,1,1,1,1
99242,5.626301330201759,0.34542834686926904,9,8,46,13,7,3,0,338,3,37,0,0,6,13,9,17,13,2857,91,1600,0.056850930049777315,62.6923562855338,24,1,1,1,1
34754,5.23767395775986,0.533348679288715,2,6,15,5,0,0,0,0,6,9,1,0,1,0,0,0,0,747,24,462,0.036456235253496,32.329302325581395,24,0,0,0,1
26196,5.75773712192097,0.433195907772179,0,0,24,6,5,5,0,42,0,0,0,0,1,1,0,5,0,665,30,318,0.035425255764238814,32.300863131935884,23,1,1,1,1
9042,5.205627263325777,0.4345277593452776,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,4,0,66,0,159,0.0495465604954656,43.89320388349515,20,1,0,0,1
9757,5.333020694058842,0.5371528133647637,0,0,2,1,0,0,0,2,0,0,1,0,0,0,0,0,0,49,37,31,0.08025007686788972,39.66260162601626,34,1,0,0,1
2244,4.97455558355159,0.5757575757575758,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,97,0,42,0.049910873440285206,23.872340425531913,63,0,0,0,1
5733,5.647907270055488,0.311704168847026,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,87,0,138,0.08965637537066108,62.31521739130435,17,0,0,0,1
21389,5.495690664730264,0.3789798494553275,3,0,1,3,0,0,0,26,0,0,1,0,0,0,0,8,3,381,9,353,0.037495909112160455,23.55616740088106,29,1,0,0,1
114054,5.607342730604719,0.423027688638715,9,32,62,11,7,3,0,235,2,1,1,0,14,7,76,14,6,2542,60,1437,0.061488417767022636,30.758899676375403,76,1,1,1,1
5159,5.118213231416437,0.4314789687924016,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,35,0.056018608257414226,36.85,17,0,0,0,1
185422,5.626007624619009,0.3705709139152851,44,21,80,16,6,9,0,46,8,5,1,0,3,0,3,13,12,4319,10,2029,0.162321623108369,56.6001221001221,1635,1,1,1,1
31792,5.631088172169093,0.40988298943130347,0,7,7,2,2,2,0,91,0,7,0,0,0,0,4,4,0,974,27,594,0.03286990437845999,36.416953035509735,33,1,1,1,1
44116,5.604826201585584,0.450516819294587,0,1,28,9,6,6,0,124,32,0,0,0,1,1,0,7,1,1376,22,641,0.05079789645480098,34.901898734177216,23,1,1,1,1
31097,6.043968861098278,0.04830047914589832,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,3,0.38215905071228734,116.90601503759399,120,0,0,0,1
20980,6.224914940186989,0.14585319351763584,1,1,1,0,0,0,0,6,0,0,1,0,0,0,0,1,0,133,3,109,0.309675881792183,48.34101382488479,76,0,0,0,1
3188,5.269558024230706,0.424090338770389,0,3,10,5,2,2,0,2,0,0,0,0,0,0,10,0,0,130,2,82,0.020075282308657464,24.523076923076925,16,0,0,0,1
110266,6.038663649689813,0.038797090671648556,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,5,72,0.3981735076995629,1020.9814814814815,276,0,0,0,1
164487,5.637596924397164,0.38273541374090353,43,19,63,6,0,3,0,17,9,4,1,0,0,4,3,13,18,4259,13,2105,0.09723564780195396,52.26787416587226,1047,1,1,1,1
174864,5.824462503227161,0.36536965870619453,60,22,68,22,19,19,1,615,0,8,1,0,0,0,58,44,43,4418,245,1992,0.12672133772531796,81.29428172942818,584,1,1,1,1
131592,5.386324727342483,0.4233388047905648,38,17,62,6,0,3,0,13,0,3,0,0,0,4,2,12,18,4156,11,2035,0.03363426348106268,49.619909502262445,24,1,1,1,1
170914,5.698542944334931,0.3816714839041857,42,18,63,6,0,3,0,17,9,4,1,0,0,4,3,13,18,4513,13,2361,0.09568554945762196,50.209753231492364,76,1,1,1,1
160181,5.618028255265331,0.38689981957910113,42,18,63,6,0,3,0,13,9,4,1,0,0,4,3,12,18,4222,13,2080,0.09427460185664967,52.142252604166664,76,1,1,1,1
150555,5.690418604002724,0.3805187473016506,44,16,43,6,2,2,0,9,0,3,1,0,0,2,0,11,14,3797,9,1908,0.10799375643452559,52.14928992033253,76,1,1,1,1
162006,5.616255447439698,0.38755972001037,42,18,63,6,0,3,0,17,9,4,1,0,0,4,3,13,18,4256,13,2105,0.09426811352665951,51.348969889064975,76,1,1,1,1
150692,5.687019920994789,0.3790645820614233,44,16,43,6,2,2,0,9,0,3,1,0,0,2,0,11,14,3798,9,1908,0.1077694900857378,52.32361111111111,76,1,1,1,1
44351,6.010279246066216,0.0327162859912967,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,4,0.40323780749024823,5543.875,219,0,0,0,1
44342,6.010129393860604,0.0327003743629065,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,4,0.403319651797393,6334.571428571428,219,0,0,0,1
159167,5.6418585586402905,0.39305886270395246,43,18,62,6,0,3,0,13,9,4,1,0,0,4,2,12,18,4222,11,2063,0.09073488851332248,51.74479843953186,76,1,1,1,1
146412,6.001037653332981,0.033050569625440535,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0.4020572084255389,146412.0,233,0,0,0,1
227649,5.917571118478813,0.3018901906004419,47,19,82,13,4,10,0,70,9,4,1,0,0,0,3,15,18,4421,14,2295,0.1983228566784831,63.60687342833194,1635,1,1,1,1
96370,5.623472336048002,0.34388295112586903,10,8,46,13,7,3,0,335,3,37,1,0,6,14,13,17,12,2788,88,1566,0.05802635675002594,62.09407216494845,39,1,1,1,1
46553,5.468037037640687,0.3621463708031706,0,14,10,3,2,2,0,149,0,4,0,0,0,0,7,6,0,1017,22,1183,0.02420896612463214,82.24911660777386,24,1,1,1,1
70,4.972229896092238,0.4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0.1,70.0,8,0,0,0,1
61563,6.019576953831791,0.05904520572421747,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0.382534964183032,40.96007984031936,40,0,0,0,1
1405,4.569355902096119,0.5644128113879003,0,0,0,4,0,0,0,2,0,0,0,0,0,1,0,0,0,26,0,18,0.027758007117437724,25.089285714285715,16,0,0,0,1
9622,5.796044298512701,0.27748908750779466,1,1,3,0,0,0,0,12,0,0,1,0,0,0,43,0,0,126,0,125,0.1305341924755768,53.455555555555556,1047,0,0,0,1
17659,5.040387053025383,0.47352624723936804,0,0,3,0,0,1,0,7,0,23,0,0,20,2,0,1,0,299,1,249,0.034146893935103916,42.14558472553699,22,1,1,1,1
312076,5.998042308762487,0.3458580602161012,25,22,72,26,12,5,0,746,90,14,1,0,54,0,24,38,3,7382,56,3287,0.14092400569092145,50.76883032373515,2867,1,1,1,1
43560,5.362403068081643,0.48514692378328744,0,1,42,14,11,11,0,58,33,0,1,0,0,0,11,5,1,1208,13,645,0.042676767676767674,29.938144329896907,63,1,0,0,1
41885,5.58751810063826,0.35831443237435834,4,11,28,14,9,7,0,149,0,0,1,0,6,0,5,10,1,1261,22,872,0.06334009788707175,69.46102819237147,1047,1,1,1,1
168390,5.6049258540548355,0.4099946552645644,44,20,65,14,4,4,0,10,8,5,1,0,3,0,3,11,12,4406,11,2203,0.09367539640121147,50.04160475482912,76,1,1,1,1
29030,5.823812875116045,0.3707888391319325,1,1,23,0,0,0,0,81,0,0,1,0,0,0,0,5,0,867,3,485,0.11808473992421632,39.712722298221614,90,1,1,1,1
31801,5.5986971895034,0.425898556649162,1,1,23,0,0,0,0,81,0,0,1,0,0,0,0,5,0,866,3,484,0.10779535234741046,43.56301369863014,90,1,1,1,1
44446,5.431481244813245,0.49102281420150296,0,1,42,14,11,11,0,58,33,0,1,0,0,0,11,5,1,1225,19,653,0.05015074472393466,29.183191070256072,63,1,0,0,1
112002,6.0056324402605705,0.03312440849270549,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0.3993946536668988,112002.0,219,0,0,0,1
65120,5.691573778830972,0.34937039312039314,11,7,35,10,0,6,0,246,79,0,1,0,0,0,15,19,1,1490,78,850,0.07252764127764127,50.716510903426794,100,1,1,1,1
63664,5.696120228804474,0.34190437295802967,11,7,35,10,0,6,0,246,79,0,1,0,0,0,15,19,1,1486,78,850,0.0735423473234481,50.287519747235386,100,1,1,1,1
21574,5.849443717435615,0.30694354315379624,4,0,30,3,3,3,0,50,0,1,1,0,0,0,0,6,0,429,9,172,0.19384444238435153,37.982394366197184,76,0,0,0,1
19611,4.124989892830285,0.09775126204681046,5,0,2,0,0,0,0,6,66,0,1,0,0,0,0,1,1,91,0,36,0.6581000458926113,54.779329608938546,76,0,0,0,1
10010,5.10127975776632,0.45354645354645357,0,0,5,0,0,0,0,14,0,0,0,0,0,0,32,0,0,140,0,109,0.04895104895104895,26.9811320754717,22,0,0,0,1
